id,Artist Name,Track Name,Popularity,duration,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,key,mode,time_signature,Class
265,AsBheha,track_8,45.0000000000,343.4530000200,0.4975252851,0.4603470199,0.7032018168,0.0144880876,0.8012048193,0.0000240964,0.0978360256,0.4988091540,0.4159119334,5.0000000000,major,type 4,10
266,GeAm,track_1,49.0000000000,252.9469999800,0.4942973962,0.0410396580,0.7280576976,0.0327323460,0.9698795181,0.9327308562,0.1100274307,0.3921507715,0.5384428775,1.0000000000,major,type 3,8
267,Be&Ka,track_1,41.0000000000,134.4880000200,0.5093608780,0.2731204758,0.6483741359,0.0095514059,0.9367469880,0.8072287221,0.1079955298,0.3414103759,0.6620034933,8.0000000000,major,type 3,8
268,MaKar,track_1,4.0000000000,187.6000000200,0.2586615020,0.2040368846,0.6396645953,0.0158832367,0.9769076305,0.4738950541,0.2146703241,0.4749922336,0.2916612757,4.0000000000,major,type 3,4
269,Ul,track_1,36.0000000000,416.1570000000,0.5696148053,0.3572222389,0.7488957101,0.0124490234,0.7550200803,0.7520077831,0.0927562735,0.0846018432,0.4660693492,9.0000000000,minor,type 4,8
270,HeKur,track_1,6.0000000000,183.2269999800,0.4232838390,0.3211786261,0.6560854483,0.0068684267,0.2921686747,0.6867466734,0.0672559179,0.7483690587,0.2756663216,8.0000000000,minor,type 4,10
271,UnStr,track_1,34.0000000000,339.5070000000,0.4899935442,0.6866208112,0.7566818896,0.0378836660,0.0011646586,0.0000949800,0.0917403231,0.3248420835,0.4065316772,6.0000000000,major,type 4,9
272,KeGa,track_1,65.0000000000,226.8750000000,0.7568323650,0.8057649756,0.8702053854,0.1596909208,0.6706827309,0.0000060141,0.5194554506,0.7462980222,0.5252997369,7.0000000000,minor,type 4,10
273,MoRaihammed,track_15,7.0000000000,324.4669999800,0.3619539488,0.3091640885,0.7313019391,0.0232882593,0.9688755020,0.0009477921,0.6657523113,0.3030961996,0.4658375383,10.0000000000,minor,type 4,10
274,ChHo,track_1,37.0000000000,171.2020000000,0.8719604046,0.4092852351,0.7773202565,0.1704228375,0.2439759036,0.0000283133,0.1130752819,0.5775085430,0.2879684737,8.0000000000,major,type 4,6
275,yae,track_1,48.0000000000,124.5000000000,0.6115773617,0.3281871064,0.6582066831,0.0867138871,0.8032128514,0.0858424557,0.2441328863,0.4025059542,0.2664154483,9.0000000000,major,type 4,10
276,Smi,track_1,49.0000000000,90.4750000000,0.5792984721,0.9239079286,0.8776172294,0.3228160549,0.6957831325,0.0000002711,0.1872396627,0.5381588485,0.5247714236,6.0000000000,minor,type 4,6
277,CaSa,track_1,48.0000000000,179.2000000200,0.5545513234,0.1039157380,0.6175039305,0.0461472419,0.9969879518,0.9226906854,0.0937722239,0.2772082427,0.3316944840,2.0000000000,major,type 4,8
278,◊î◊™,track_1,28.0000000000,212.3440000000,0.7374650312,0.6315541806,0.7980334906,0.2841811548,0.3915662651,0.0000040261,0.0886924718,0.5826861344,0.5255800664,9.0000000000,minor,type 4,6
279,ToLeBa,track_1,37.0000000000,224.1640000200,0.7041101786,0.2440853433,0.6427341469,0.0078342992,0.8443775100,0.6807225710,0.0937722239,0.2782437610,0.4120574029,7.0000000000,major,type 4,8
280,DeAU,track_1,32.0000000000,212.1430000000,0.3619539488,0.9679612331,0.8891717202,0.1156900622,0.0000551205,0.4959834297,0.2512445393,0.1653722688,0.7033251391,3.0000000000,major,type 4,9
281,ElHu,track_1,16.0000000000,203.6960000000,0.7051861416,0.5544608977,0.8186718575,0.0204979609,0.0021385542,0.0000010843,0.0804632734,0.2078285182,0.4983126321,2.0000000000,major,type 4,10
282,Mea,track_9,66.0000000000,414.7200000000,0.4146761351,0.9639563872,0.8599485913,0.2777420047,0.0371485944,0.0132520213,0.0625825460,0.4449622036,0.5944063484,9.0000000000,major,type 4,6
283,ReSaCh,track_1,11.0000000000,228.1600000200,0.6449322143,0.2871374363,0.6316538145,0.0661086070,0.8985943775,0.0012841378,0.2004470182,0.8943771358,0.3390207875,2.0000000000,major,type 4,4
284,TuJeg,track_1,38.0000000000,343.0000000200,0.2683451689,0.0519528630,0.2734646003,0.0119124276,0.9889558233,0.9457830781,0.1486335467,0.0593351973,0.6312103765,10.0000000000,minor,type 4,8
285,FiBe,track_1,47.0000000000,230.7499999800,0.4986012481,0.1319496591,0.4402186120,0.0333762610,0.9287148594,0.8955822245,0.0826983643,0.1384487936,0.3568702290,4.0000000000,minor,type 4,8
286,Kos,track_1,45.0000000000,184.0030000000,0.8719604046,0.7306741157,0.9151755634,0.2036917794,0.2118473896,0.0001757030,0.0958041248,0.5671533603,0.3742937853,1.0000000000,major,type 4,6
287,JoAl,track_1,45.0000000000,248.6670000000,0.3124596514,0.2140489993,0.6312046118,0.0152393217,0.9367469880,0.9146585489,0.1120593315,0.1208449829,0.3738409454,8.0000000000,major,type 4,8
288,KaWetnye,track_3,55.0000000000,266.2130000000,0.4114482462,0.8067661871,0.8784158119,0.2594977463,0.0158634538,0.0000054518,0.2045108199,0.4428911670,0.2916073662,6.0000000000,major,type 4,6
289,Moc,track_1,60.0000000000,436.8400000000,0.5685388423,0.5754863385,0.8237129096,0.0144880876,0.2188755020,0.0358424055,0.1587930509,0.6644920783,0.5315370682,6.0000000000,minor,type 4,10
290,OmAdmer,track_8,47.0000000000,182.4490000000,0.8149343663,0.7527007679,0.9115070749,0.0284395793,0.0173694779,0.0000033233,0.0338311490,0.6065030548,0.3635711821,8.0000000000,major,type 4,10
291,UdNan,track_1,44.0000000000,362.9329999800,0.5792984721,0.8358013196,0.6891767113,0.0101953209,0.6485943775,0.0170672862,0.0644112567,0.9523661593,0.5630525726,11.0000000000,major,type 3,10
292,HaNahdag,track_16,34.0000000000,238.9470000000,0.6696793630,0.9108921795,0.9291757131,0.0054732775,0.1124497992,0.0000000502,0.2989942091,0.6986641814,0.4335403459,11.0000000000,minor,type 4,10
293,JeSiGoSyOrNeJä,track_1,29.0000000000,306.6880000200,0.0316333118,0.1940247700,0.5391180654,0.0224297059,0.3945783133,0.9548192317,0.2075586711,0.0215387802,0.3003245353,7.0000000000,major,type 3,8
294,Mop,track_1,40.0000000000,254.0530000000,0.5222724338,0.7827371119,0.8406827881,0.0359519210,0.0262048193,0.0000236948,0.1293304887,0.3973283628,0.2796825808,6.0000000000,minor,type 4,10
295,LLCoJ,track_1,42.0000000000,327.4000000000,0.7579083280,0.5074039588,0.6684884330,0.5277956643,0.0003483936,0.0099990060,0.0772122320,0.8736667702,0.8016345366,10.0000000000,minor,type 4,6
296,RaBaSiDrElMa,track_1,25.0000000000,272.2669999800,0.3544222079,0.2350744401,0.7067205710,0.0167417901,0.8062248996,0.7429716295,0.0958041248,0.1249870560,0.5765191702,5.0000000000,major,type 4,8
297,ArGrd,track_1,53.0000000000,213.0679999800,0.4717021734,0.8358013196,0.8666616755,0.0468984761,0.1586345382,0.0000056125,0.9705374378,0.2699596148,0.6163205676,10.0000000000,minor,type 4,10
298,ReSno,track_1,58.0000000000,259.9070000000,0.4286636540,0.6345578150,0.8049462205,0.2702296630,0.4518072289,0.0001074298,0.0998679264,0.5557626592,0.3308373226,5.0000000000,major,type 4,10
299,KiMA,track_1,61.0000000000,183.5700000000,0.7923391435,0.4253046186,0.7975343765,0.0098733634,0.0311244980,0.0044769121,0.1577771005,0.5733664699,0.3743962134,9.0000000000,major,type 4,10
300,Sod,track_1,28.0000000000,302.2670000000,0.4125242092,0.9909890968,0.8524868359,0.1049581455,0.0000072189,0.2198787348,0.7338209895,0.0487729108,0.3877226463,7.0000000000,major,type 4,9
301,CM3,track_1,58.0000000000,258.1849999800,0.2328383904,0.2310695942,0.5585086472,0.0111611934,0.9698795181,0.9558232488,0.0927562735,0.1436263850,0.2742161556,5.0000000000,minor,type 3,8
302,Det,track_2,15.0000000000,189.0300000000,0.7589842909,0.4293094645,0.6914726361,0.2315947628,0.0148594378,0.9769076073,0.1862237123,0.1208449829,0.5902660974,10.0000000000,minor,type 4,6
303,DiHe,track_1,41.0000000000,198.4800000000,0.2963202066,0.9529430611,0.8972823239,0.1532517708,0.0001847390,0.0346375850,0.3365843747,0.5857926892,0.7576928883,5.0000000000,minor,type 4,9
304,NoJea,track_1,43.0000000000,239.9920000000,0.1478373144,0.8548243374,0.8605475281,0.0434642627,0.0005180723,0.0002740967,0.0835111247,0.0716578648,0.7809224997,6.0000000000,minor,type 4,9
305,Ran,track_2,72.0000000000,234.2270000000,0.6244889176,0.9219055057,0.8402335854,0.0164198326,0.0037048193,0.0552199350,0.3213451184,0.7224811018,0.5097037133,9.0000000000,minor,type 4,10
306,JaTo,track_1,52.0000000000,150.9790000200,0.5050570260,0.0981087115,0.4898305508,0.0090148100,0.9166666667,0.3825295005,0.0822919842,0.0212281247,0.4447912623,7.0000000000,minor,type 4,8
307,Xil,track_1,11.0000000000,204.6570000000,0.4878416182,0.9769721363,0.9515859350,0.1307147457,0.0005110442,0.7108430832,0.0419587524,0.1198094646,0.5901474964,8.0000000000,major,type 4,9
308,ReBrLa,track_1,54.0000000000,181.3900000200,0.2500537981,0.0370348121,0.5674927005,0.0156685984,0.9307228916,0.9186746171,0.0866605710,0.1539815678,0.1214257989,8.0000000000,major,type 4,8
309,LaMart,track_1,17.0000000000,251.9730000000,0.4136001722,0.3982719090,0.8055451573,0.0064391500,0.9718875502,0.0066656693,0.1821599106,0.5205550378,0.4048065726,8.0000000000,major,type 4,10
310,Std,track_1,4.0000000000,281.7330000000,0.4577146546,0.8017601298,0.8598487684,0.0084782142,0.0002439759,0.0011536156,0.0740627857,0.3548721135,0.4139981455,1.0000000000,major,type 4,9
311,RuKi,track_1,12.0000000000,210.8620000000,0.6374004734,0.7637140941,0.8678345936,0.0112685126,0.0000199799,0.0365452174,0.1161231332,0.0306513410,0.5902391426,4.0000000000,minor,type 4,9
312,LaMaS.P.Ba,track_1,45.0000000000,362.1730000200,0.5308801377,0.3792488912,0.5400663822,0.0177076626,0.4477911647,0.0000278113,0.2959463578,0.8726312519,0.7040798723,5.0000000000,minor,type 4,10
313,Wa,track_1,53.0000000000,227.3730000000,0.6632235851,0.6245457003,0.7787427317,0.0533376261,0.1445783133,0.0066054283,0.0649192319,0.6593144869,0.3258399103,4.0000000000,minor,type 4,10
314,Dop,track_1,51.0000000000,245.0530000000,0.2834086507,0.9469357923,0.8913678221,0.0729770337,0.0001024096,0.1415654032,0.2603880931,0.3030961996,0.7354498210,10.0000000000,minor,type 4,9
315,JoLoMaCrCaCa,track_1,44.0000000000,313.6930000200,0.2973961696,0.0440432924,0.4831174665,0.0105172784,0.9909638554,0.0863444642,0.1466016458,0.2078285182,0.3056292319,8.0000000000,minor,type 4,8
316,ArOfAu,track_1,30.0000000000,253.0790000000,0.3953088014,0.9939927312,0.8911432208,0.1038849539,0.0000147590,0.0773083106,0.1394899929,0.2440716579,0.6329624358,7.0000000000,minor,type 4,9
317,RoAt,track_1,34.0000000000,274.5470000000,0.4361953949,0.9789745592,0.8112849692,0.0368104744,0.0000108434,0.0000012249,0.0772122320,0.4294294294,0.5739854229,7.0000000000,major,type 4,9
318,Ede,track_1,36.0000000000,270.5990000000,0.4125242092,0.9269115630,0.7962366799,0.0408886027,0.0000463855,0.0000052209,0.1090114802,0.3869731801,0.5360546858,3.0000000000,minor,type 4,9
319,Sw,track_1,10.0000000000,203.6000000000,0.4781579514,0.9899878853,0.9506625739,0.1124704872,0.0000339357,0.0580311828,0.3457279285,0.1695143419,0.4554815198,1.0000000000,major,type 4,9
320,LiTeExe,track_1,50.0000000000,396.0670000000,0.3813212825,0.9449333694,0.8807366924,0.0713672462,0.0003343373,0.4809231736,0.3030580108,0.5661178420,0.6170321732,9.0000000000,major,type 4,9
321,JiStGr,track_1,40.0000000000,336.2220000000,0.5685388423,0.5514572633,0.7731776097,0.0183515776,0.8925702811,0.4759030883,0.1283145383,0.5257326292,0.7838497865,9.0000000000,minor,type 4,10
322,MaAsAnEn,track_1,31.0000000000,178.9010000000,0.1962556488,0.9719660790,0.8674852137,0.1060313372,0.0000362450,0.0000296185,0.2441328863,0.0690690691,0.3740404106,9.0000000000,minor,type 4,9
323,Prt,track_1,30.0000000000,233.9080000000,0.4480309877,0.9709648675,0.8311247536,0.1650568792,0.0001004016,0.0000039257,0.6159707406,0.2057574816,0.3335597533,11.0000000000,minor,type 4,9
324,MaJaTr,track_1,46.0000000000,184.2799999800,0.3501183559,0.0775838765,0.5291856954,0.0153466409,0.9779116466,0.8514054733,0.0988519760,0.1332712022,0.1604886359,2.0000000000,minor,type 4,8
325,su,track_1,27.0000000000,219.5240000000,0.9903163331,0.5284293996,0.7558333957,0.2101309294,0.1656626506,0.0776095157,0.0741643808,0.2761727244,0.5145501790,11.0000000000,minor,type 4,6
326,Con,track_5,35.0000000000,251.2270000000,0.5470195825,0.8468146457,0.7985575603,0.3314015883,0.4046184739,0.0004367474,0.1598090013,0.8436367402,0.8487730194,5.0000000000,minor,type 4,6
327,FaMiy,track_1,7.0000000000,242.5330000000,0.6266408436,0.8277916279,0.8331960770,0.0135222151,0.0322289157,0.8795179513,0.1882556131,0.2067929999,0.5627668521,2.0000000000,major,type 4,10
328,ClWaNiHePoinJaz,track_1,18.0000000000,283.6510000200,0.2995480955,0.1639884260,0.6051758129,0.0089074909,0.9809236948,0.3162643738,0.1079955298,0.1612301957,0.2464150170,10.0000000000,major,type 4,8
329,ErWhDoChAdMiEmWeBeSoMaKa,track_1,30.0000000000,218.7270000000,0.1478373144,0.1169314871,0.5367722293,0.0224297059,0.9708835341,0.5682726589,0.0842222900,0.0487729108,0.4724522362,7.0000000000,major,type 4,8
330,JaBro,track_1,44.0000000000,167.1870000000,0.8504411448,0.6595881016,0.8392353572,0.1822279459,0.3875502008,0.0023584361,0.0296657523,0.9399399399,0.4556378574,3.0000000000,major,type 4,6
331,DoBy,track_1,37.0000000000,411.4399999800,0.5459436195,0.4623494428,0.7996306556,0.0139514917,0.7500000000,0.0077901685,0.1374580920,0.4977736357,0.5372083495,10.0000000000,major,type 4,4
332,Avi,track_1,47.0000000000,248.2260000000,0.2156229826,0.9809769821,0.8842055352,0.1564713458,0.0000205823,0.0335331662,0.3335365234,0.1819405613,0.4620153534,6.0000000000,major,type 3,9
333,Aki,track_1,40.0000000000,190.5570000000,0.5427157306,0.3812513141,0.7216440818,0.0105172784,0.8293172691,0.0001646588,0.0688814386,0.4232163198,0.6328007073,2.0000000000,major,type 4,10
334,FiBen,track_1,46.0000000000,246.1279999800,0.8256939961,0.0394377196,0.4188814854,0.0920798455,0.9789156627,0.9226906854,0.0988519760,0.3455524490,0.3208748437,2.0000000000,minor,type 4,8
335,BaGhAlKha,track_1,12.0000000000,170.0400000000,0.3210673553,0.4473312708,0.5633750094,0.0291908135,0.9949799197,0.9397589757,0.2817230519,0.6396396396,0.2057241126,8.0000000000,major,type 4,8
336,AnDvBuTrMaMiMiDaSi,track_1,23.0000000000,143.7199999800,0.0660641274,0.0813884801,0.3797509421,0.0327323460,0.9387550201,0.6646582978,0.0927562735,0.0571606089,0.2412612671,4.0000000000,major,type 3,8
337,DebyApr,track_1,56.0000000000,243.6000000000,0.3899289864,0.9189018713,0.8930148986,0.1371538957,0.0002459839,0.0003514060,0.1973991669,0.2699596148,0.6438521585,2.0000000000,minor,type 4,9
338,Muh,track_3,30.0000000000,285.0220000200,0.4652463955,0.2631083611,0.6701105538,0.0081562567,0.9447791165,0.0000050803,0.2288936300,0.5143419281,0.4231897184,4.0000000000,major,type 4,10
339,GaFaHeBüInJoBeAlSt,track_1,37.0000000000,342.0000000000,0.2145470196,0.0687732156,0.4436624991,0.0133075767,0.9919678715,0.9216866684,0.0836127197,0.2285388837,0.6397334713,6.0000000000,minor,type 4,8
340,AnAl,track_1,40.0000000000,258.8800000200,0.6901226598,0.2030356732,0.5596316538,0.0186735351,0.9678714859,0.8383532514,0.0841206949,0.2606399503,0.4012269806,4.0000000000,minor,type 3,8
341,MaKa,track_1,1.0000000000,200.4000000000,0.5502474715,0.5844972417,0.7821367073,0.1071045289,0.9779116466,0.0000149599,0.0988519760,0.8353525940,0.2803726226,1.0000000000,major,type 3,4
342,BeSq,track_1,58.0000000000,195.1819999800,0.4146761351,0.1689944833,0.5310823289,0.0223223868,0.9799196787,0.8293170977,0.0876765214,0.0786993890,0.4942155087,3.0000000000,major,type 4,8
343,ReHaDe,track_1,39.0000000000,190.8120000000,0.3770174306,0.9589503299,0.8866012827,0.0543034986,0.0000036044,0.0001626508,0.3782383420,0.3693693694,0.6438198128,8.0000000000,major,type 4,9
344,Pan,track_2,47.0000000000,238.3170000000,0.4986012481,0.8908679502,0.8541339123,0.0145954067,0.0003483936,0.0088343462,0.1140912323,0.2171481827,0.4822422047,9.0000000000,major,type 4,9
345,ArMa,track_1,53.0000000000,326.7649999800,0.5900581020,0.6525796213,0.8080407277,0.0209272376,0.5090361446,0.0002429721,0.0927562735,0.4190742467,0.3039203002,8.0000000000,minor,type 4,10
346,Mea,track_7,56.0000000000,248.5470000000,0.3490423929,0.9158982369,0.8356167802,0.0805966946,0.0006134538,0.4236942005,0.1262826374,0.1798695247,0.6872654936,4.0000000000,minor,type 4,9
347,ErBasi,track_1,35.0000000000,188.7349999800,0.9236066279,0.4333143103,0.7589279030,0.1607641125,0.5712851406,0.0000021486,0.1090114802,0.7576887232,0.4282572131,9.0000000000,major,type 4,6
348,LaLaLa,track_1,34.0000000000,288.8800000200,0.2479018722,0.5794911843,0.7928926156,0.0122343851,0.6947791165,0.9367469244,0.3579193335,0.5039867454,0.3196349247,7.0000000000,minor,type 4,8
349,AnDvAlWeAnPo,track_1,32.0000000000,303.7999999800,0.1144824618,0.0274231821,0.2883132440,0.0168491093,0.9809236948,0.9347388903,0.0886924718,0.0345863104,0.3291876914,6.0000000000,major,type 4,8
350,SW,track_1,36.0000000000,202.1050000000,0.3425866150,0.9879854624,0.9255820918,0.3077913715,0.0167670683,0.0000147591,0.0886924718,0.2161126644,0.3485196446,6.0000000000,major,type 4,9
351,DYG,track_1,30.0000000000,298.0250000000,0.6137292877,0.6756074851,0.8372389010,0.0023610217,0.0664658635,0.0000158635,0.0886924718,0.7121259190,0.3526329409,8.0000000000,major,type 4,10
352,Oce,track_1,34.0000000000,246.5340000000,0.2801807618,0.9669600216,0.8498415313,0.0339128568,0.0000020683,0.8624496611,0.2939144570,0.0649269960,0.5379145642,7.0000000000,minor,type 4,9
353,YoStLieonerun,track_1,78.0000000000,242.6000000000,0.8515171078,0.7026401946,0.8135808939,0.3002790298,0.0095281124,0.0000247992,0.0749771411,0.5982189086,0.2342907664,4.0000000000,minor,type 4,6
354,HaBoMoSc,track_1,59.0000000000,337.2000000000,0.6890466968,0.3922646402,0.7255122158,0.0256492810,0.6024096386,0.0000051004,0.0988519760,0.4749922336,0.2645933066,2.0000000000,major,type 4,10
355,EnPiThFoUlOwJr,track_1,39.0000000000,395.2800000000,0.3953088014,0.0336306931,0.3178857528,0.0192101309,0.9909638554,0.9257027366,0.0674591080,0.0538469504,0.4650612412,1.0000000000,major,type 4,8
356,ViRa,track_1,39.0000000000,383.3760000000,0.6406283624,0.7286716927,0.7196226698,0.0462545611,0.2108433735,0.0000063855,0.2563242914,0.9016257637,0.5058006642,11.0000000000,minor,type 4,10
357,AnShQu,track_1,48.0000000000,311.4799999800,0.3447385410,0.0528539533,0.4494771780,0.0148100451,0.9678714859,0.6867466734,0.1374580920,0.1684788237,0.5585996464,7.0000000000,major,type 3,8
358,ErthArc,track_1,63.0000000000,223.6420000000,0.6610716591,0.6095275283,0.7934915525,0.4580382056,0.1204819277,0.0026496011,0.2756273494,0.5733664699,0.5885032561,8.0000000000,minor,type 4,6
359,JaLi,track_1,49.0000000000,328.5730000000,0.6782870669,0.5664754353,0.7256369943,0.3088645632,0.6014056225,0.0000913656,0.1018998273,0.6116806462,0.3528108423,7.0000000000,minor,type 4,6
360,Bah,track_1,56.0000000000,214.8670000000,0.5104368410,0.5955105678,0.7402610367,0.3915003220,0.6435742972,0.0000206828,0.2644518947,0.9213006110,0.8365463406,6.0000000000,major,type 4,6
361,BR,track_1,66.0000000000,201.1600000000,0.7073380676,0.7577068253,0.8578772678,0.2627173213,0.0794176707,0.0000061044,0.2817230519,0.2420006213,0.3311446069,2.0000000000,minor,type 4,6
362,KeX,track_1,46.0000000000,194.6050000000,0.4620185066,0.8317964737,0.8543585136,0.1790083709,0.2088353414,0.0000010241,0.1252666870,0.2430361396,0.6334961401,2.0000000000,major,type 4,10
363,DaHaDaWiJoFa,track_1,39.0000000000,362.7600000000,0.4092963202,0.2050380961,0.5419879714,0.0105172784,0.8845381526,0.3574290737,0.0845270751,0.1539815678,0.3022544961,7.0000000000,major,type 4,8
364,Dag,track_1,45.0000000000,257.2670000000,0.3307510222,0.9209042942,0.8678845050,0.0580596695,0.0001546185,0.4989954809,0.0504927360,0.6137516827,0.3316675292,6.0000000000,major,type 4,9
365,BaBosckstreet,track_18,15.0000000000,235.8190000200,0.5620830643,0.8718449324,0.8233884854,0.0530156686,0.0020281124,0.0014247002,0.5021842934,0.5184840012,0.5252620003,11.0000000000,major,type 4,9
366,ThJuGi,track_1,56.0000000000,221.4660000000,0.6503120293,0.7587080367,0.8740984752,0.0210345568,0.0169678715,0.0025090387,0.1659047039,0.7794346070,0.6979449692,9.0000000000,minor,type 4,10
367,AsILaDyg,track_1,47.0000000000,226.2130000000,0.4975252851,0.9919903083,0.9163235257,0.0974458038,0.0005873494,0.0009327319,0.6596566088,0.3590141866,0.5090460172,3.0000000000,minor,type 4,9
368,WoAmMoIsFaGiAnIlGiAr,track_1,22.0000000000,387.6270000000,0.1596729073,0.0290251204,0.3296648449,0.0187808543,0.9869477912,0.2540153153,0.1029157777,0.0462876670,0.4065748048,9.0000000000,major,type 4,8
369,ShKaAsBhBaLa,track_1,27.0000000000,379.8130000200,0.6169571767,0.3492125472,0.6730553268,0.0485082636,0.3483935743,0.0003363457,0.0454129838,0.2109350730,0.5008787251,4.0000000000,major,type 4,10
370,AvSee,track_1,68.0000000000,352.4270000000,0.4598665806,0.9489382152,0.8917920691,0.0607426486,0.0004307229,0.0000282129,0.2187341258,0.4014704360,0.4283812050,2.0000000000,minor,type 4,9
371,JoBo,track_1,41.0000000000,167.4190000200,0.2532816871,0.2000320388,0.6238426792,0.0095514059,0.9156626506,0.9357429074,0.0876765214,0.0196748473,0.3847306680,10.0000000000,minor,type 4,8
372,FeMeEnExRoDi,track_1,20.0000000000,418.1329999800,0.1198622767,0.0538551647,0.3816475756,0.0220004293,0.8363453815,0.7429716295,0.1445697450,0.0369680025,0.3563850433,5.0000000000,minor,type 4,8
373,YiYaTwn,track_1,50.0000000000,174.6000000000,0.8461372929,0.5985142022,0.7555838387,0.0315518352,0.0002951807,0.0000444780,0.1069795794,0.0959925443,0.3747412343,8.0000000000,minor,type 4,6
374,Wio,track_1,49.0000000000,231.8860000200,0.4329675059,0.1539763113,0.6169049936,0.0120197467,0.9337349398,0.9006023098,0.1018998273,0.1560526043,0.4488668219,7.0000000000,major,type 4,8
375,RuRo,track_1,57.0000000000,177.4670000000,0.8181622552,0.4162937154,0.7422574930,0.3024254132,0.3012048193,0.0001927713,0.0937722239,0.5008801905,0.5093694743,5.0000000000,minor,type 4,10
376,Jab,track_1,45.0000000000,250.0000000000,0.6287927695,0.2831325904,0.6260138255,0.1672032625,0.5692771084,0.0169668845,0.1344102408,0.7173035104,0.2945292621,9.0000000000,minor,type 4,6
377,HeKum,track_1,4.0000000000,212.8669999800,0.3974607274,0.6495759869,0.7546355219,0.0526937111,0.9497991968,0.0123484060,0.5611094179,0.9150875013,0.7813160392,5.0000000000,minor,type 4,4
378,ErSaGaCaJeDuAdPeOrdechdePa,track_1,1.0000000000,172.1200000200,0.0349687971,0.0171107040,0.2019914651,0.0301566860,0.9457831325,0.9437750440,0.1821599106,0.0214352283,0.7354444301,7.0000000000,major,type 3,8
379,SiRiOr,track_1,78.0000000000,175.4350002000,0.7245534754,0.8858618929,0.9507124853,0.0208199184,0.0482931727,0.0000008133,0.1780961089,0.7017707363,0.5146957347,2.0000000000,minor,type 4,10
380,MaKao,track_1,4.0000000000,180.8269999800,0.3608779858,0.2591035153,0.5406653191,0.0877870788,0.9538152610,0.6255016320,0.1008838769,0.5588692140,0.6672488895,3.0000000000,major,type 3,8
381,SeKei,track_1,30.0000000000,168.7470000000,0.2973961696,0.2500926121,0.6027551097,0.0312298777,0.9387550201,0.7851403465,0.0752819262,0.4501397950,0.2779790400,4.0000000000,major,type 3,8
382,GuAz,track_1,43.0000000000,231.6400000200,0.7675919948,0.3872585829,0.7664645255,0.0179223009,0.5010040161,0.8142568416,0.3254089200,0.6178937558,0.4062513477,10.0000000000,minor,type 4,10
383,DBGo,track_1,58.0000000000,380.5000000000,0.6158812137,0.5404439372,0.6943425420,0.2348143378,0.3423694779,0.0021576327,0.0792441329,0.4822408616,0.4444839781,1.0000000000,major,type 4,6
384,DaPun,track_1,79.0000000000,248.4130000000,0.7901872176,0.8107710329,0.7732774326,0.0158832367,0.0427710843,0.0000000703,0.0866605710,0.8736667702,0.4608724716,6.0000000000,minor,type 4,10
385,EzCo,track_1,45.0000000000,176.7600000000,0.9020873682,0.6035202595,0.8926156073,0.3796952136,0.0414658635,0.0000884539,0.0730468353,0.4905250078,0.5638234787,1.0000000000,major,type 4,6
386,SiFeUn,track_1,43.0000000000,208.5330000000,0.5975898429,0.8928703732,0.8438272067,0.0845675038,0.0029216867,0.0047379566,0.1862237123,0.5557626592,0.5244156208,5.0000000000,major,type 4,9
387,RaPlk,track_1,32.0000000000,257.8530000000,0.6191091026,0.5474524174,0.6878291033,0.1017385705,0.2751004016,0.0000098394,0.4564665244,0.4739567153,0.3579268556,10.0000000000,minor,type 4,10
388,WA,track_1,73.0000000000,221.9750000000,0.5255003228,0.3492125472,0.6845848619,0.0372397510,0.2740963855,0.0041154660,0.3518236310,0.0640985813,0.7392342692,7.0000000000,major,type 4,10
389,Mod,track_2,44.0000000000,85.4960000000,0.3522702819,0.9589503299,0.8393850915,0.0196394076,0.1385542169,0.0126496111,0.5600934674,0.6707051879,0.4723444171,1.0000000000,major,type 4,10
390,ATrCaQu,track_1,64.0000000000,226.4400000000,0.8095545513,0.5995154137,0.7620972773,0.2476926379,0.0030923695,0.0000074096,0.1598090013,0.5557626592,0.3600131539,7.0000000000,major,type 4,6
391,AsBheha,track_6,9.0000000000,336.2130000000,0.4760060254,0.9219055057,0.8994285144,0.3517922301,0.7700803213,0.0000089659,0.2268617291,0.7483690587,0.5318605253,5.0000000000,major,type 3,6
392,PaDre,track_1,59.0000000000,263.5870000000,0.4523348397,0.9879854624,0.9164483043,0.0650354153,0.0000318273,0.0043363497,0.3792542924,0.2420006213,0.5039677405,11.0000000000,minor,type 4,9
393,AtMan,track_1,33.0000000000,236.6270000000,0.5674628793,0.6235444888,0.8572783310,0.0120197467,0.1977911647,0.0000032430,0.2542923905,0.1622657140,0.3741697934,6.0000000000,major,type 4,10
394,LoofBl,track_1,31.0000000000,238.0180000000,0.3856251345,0.9289139859,0.8941628609,0.0329469843,0.0001315261,0.0013443789,0.2329574317,0.5464429947,0.7519299608,7.0000000000,major,type 4,9
395,UdNaAlYa,track_1,40.0000000000,275.8399999800,0.3716376157,0.7617116711,0.7602006439,0.0426057094,0.4899598394,0.0000012149,0.1435537946,0.7276586932,0.5344967007,8.0000000000,major,type 4,10
396,YoDo,track_1,68.0000000000,227.9120000000,0.8891758124,0.7216632125,0.8676349480,0.1875939043,0.0183734940,0.0000225904,0.0679670832,0.5091643368,0.6117921680,6.0000000000,minor,type 4,10
