id,Artist Name,Track Name,Popularity,duration,Class
2926,Dio,track_2,64.0,252.693,9
2927,Gae,track_1,38.0,219.291,9
2928,TI,track_1,21.0,213.6,9
2929,SiAy,track_1,33.0,403.5,9
2930,Eld,track_9,41.0,195.588,10
2931,MaDeLaMa,track_1,38.0,261.0,4
2932,LAY,track_2,73.0,167.9599998,10
2933,FoThPe,track_1,48.0,252.067,10
2934,FlMil,track_1,71.0,163.019,6
2935,JoTu,track_1,15.0,228.187,10
2936,Sao,track_1,61.0,231.2,9
2937,BrSpsitney,track_17,40.0,199.947,10
2938,AnViJePaFrLoOrdechJePa,track_1,22.0,171.22699998,8
2939,Gwr,track_1,41.0,305.541,9
2940,AaGi,track_1,42.0,203.136,10
2941,EuAnLeDaSt,track_1,28.0,228.33300000000003,10
2942,KothFr,track_1,61.0,233.531,6
2943,AnZak,track_1,39.0,230.029,10
2944,SaHadrit,track_11,24.0,495.293,10
2945,Wee,track_16,,218.16,10
2946,Nig,track_1,55.0,302.179,9
2947,Man,track_4,48.0,259.693,9
2948,Siv,track_1,57.0,200.8,9
2949,SyOfADons,track_1,75.0,255.467,9
2950,ErB.&Rami,track_1,50.0,238.827,6
2951,AnDvKiSoStBeCe,track_1,23.0,358.69300002,8
2952,Rus,track_2,69.0,194.286,6
2953,MoDef,track_1,57.0,305.28,6
2954,XXX,track_1,77.0,120.027,6
2955,BaBosckstreet,track_16,29.0,238.37299998,10
2956,Tua,track_4,31.0,346.435,6
2957,ThSt,track_1,74.0,203.653,10
2958,ThJa,track_1,28.0,200.978,9
2959,NoCaB,track_1,47.0,209.4760002,10
2960,AiBi,track_1,52.0,187.263,10
2961,ReWo,track_1,71.0,265.263,10
2962,NiMij,track_1,60.0,221.853,10
2963,MFn,track_1,43.0,179.586,6
2964,Den,track_1,69.0,214.76,9
2965,LaMarta,track_3,34.0,267.53299998,4
2966,Ble,track_1,51.0,165.452,6
2967,StGoCo,track_1,53.0,165.322,6
2968,ThDaEle,track_1,36.0,339.947,9
2969,AnZakn,track_1,33.0,176.241,10
2970,Rae,track_1,62.0,234.707,9
2971,NoFad,track_1,46.0,198.182,10
2972,AlUn,track_1,47.0,184.235,9
2973,C.Tan,track_1,67.0,187.52,10
2974,MyDyBr,track_1,34.0,382.154,9
2975,JaHal,track_1,77.0,197.031,6
2976,bbn,track_1,62.0,155.556,10
2977,MaManrin,track_1,29.0,238.002,10
2978,HaMos,track_1,32.0,263.693,10
2979,OnHo,track_1,52.0,196.25,6
2980,Ons,track_1,22.0,396.813,9
2981,KiKurshore,track_3,19.0,279.38599998,4
2982,BaBosckstreet,track_17,36.0,209.93299998,10
2983,KiPri,track_1,77.0,225.133,10
2984,NoEre,track_1,47.0,185.884,10
2985,Nih,track_1,41.0,196.867,9
2986,FeFat,track_1,52.0,221.4,9
2987,Dar,track_2,40.0,309.92,9
2988,Cot,track_1,39.0,397.8,9
2989,WI,track_1,77.0,168.03,10
2990,SiSp,track_1,12.0,206.306,6
2991,ToB,track_1,24.0,197.143,6
2992,AnAsLe,track_1,36.0,323.936,9
2993,OO,track_1,54.0,200.573,9
2994,ChCun,track_1,60.0,178.827,10
2995,StYoLad,track_1,41.0,337.0,9
2996,MiWeb,track_1,67.0,162.062,10
2997,Mu4,track_1,30.0,200.0,10
2998,CothMac,track_1,56.0,265.384,6
2999,LaGag,track_1,79.0,217.213,10
3000,Not,track_1,41.0,268.011,9
3001,JI,track_1,63.0,186.168,6
3002,ChFa,track_1,64.0,274.424,10
3003,HaBeArinnan,track_2,47.0,272.673,10
3004,HoSi,track_1,45.0,413.56,6
3005,OmAdmer,track_25,28.0,221.52,10
3006,Grf,track_2,76.0,200.524,10
3007,Sly,track_1,57.0,291.773,9
3008,WeDiRo,track_1,,236.23999998000002,10
3009,HX,track_1,73.0,115.392,10
3010,Cel,track_1,51.0,210.928,9
3011,HoOfPai,track_1,74.0,214.947,6
3012,MaDeLaMan,track_1,28.0,269.62699998,4
3013,Ano,track_1,42.0,243.722,9
3014,TiSc,track_1,45.0,231.924,10
3015,ChXC,track_1,60.0,191.114,10
3016,CaHas,track_1,82.0,214.847,10
3017,Eld,track_10,22.0,205.427,10
3018,GaStr,track_1,64.0,177.667,6
3019,Koa,track_1,46.0,199.64,6
3020,APeCi,track_1,54.0,281.781,9
3021,MaWa,track_1,4.0,210.16,6
3022,MaWofs,track_1,71.0,195.75,6
3023,GrCa,track_1,30.0,573.989,9
3024,WA(U,track_1,48.0,204.16,9
3025,BaRu,track_1,47.0,199.056,10
3026,Evr,track_1,20.0,179.623,9
3027,SaFic,track_1,64.0,182.18,10
3028,MiMeari,track_7,25.0,242.416,10
3029,Del,track_1,40.0,256.04,9
3030,KAL,track_1,65.0,222.317,9
3031,Bee,track_1,45.0,267.32,9
3032,GeMX,track_1,13.0,197.333,10
3033,MiArSi,track_1,62.0,340.67200002,4
3034,GeMic,track_1,38.0,298.05199998,10
3035,Lig,track_1,49.0,213.37,6
3036,LaMarta,track_4,6.0,212.57299998,4
3037,EdBeZannen,track_4,30.0,203.658,10
3038,MiSwi,track_1,36.0,115.138,10
3039,Eth,track_1,25.0,184.36,9
3040,JoSu,track_1,72.0,196.687,10
3041,StB,track_1,85.0,175.238,6
3042,LetoSu,track_1,48.0,206.0,9
3043,VuIn,track_1,40.0,359.452,9
3044,PoTre,track_1,47.0,314.4,9
3045,JaWo,track_1,41.0,221.393,10
3046,PoMao,track_1,77.0,196.76,6
3047,Tz,track_1,22.0,188.718,6
3048,LLCoJo,track_1,58.0,229.373,6
3049,LaMaAmBa,track_1,32.0,459.03199998,4
3050,Paa,track_1,73.0,315.12,9
3051,XXT,track_1,82.0,146.52,6
3052,AnViRaWaCiofLoSiNiKra,track_1,37.0,208.13299998,8
3053,StSi,track_1,20.0,205.8,9
3054,Lao,track_2,14.0,143.333,6
3055,DaSa,track_1,33.0,249.747,9
3056,OsPeTro,track_1,,306.17299998000004,8
3057,BoKe,track_1,31.0,316.339,9
3058,DiHu,track_1,48.0,216.40699998,8
3059,mx,track_1,50.0,211.2,10
3060,Mun,track_1,38.0,334.969,9
3061,Wee,track_17,5.0,219.10699998,10
3062,ThMai,track_1,59.0,178.901,10
3063,RoKoArSiNeKa,track_1,67.0,200.99200002,4
3064,AcBr,track_1,55.0,274.133,6
3065,EmHa,track_1,26.0,201.99,10
3066,AJR,track_1,65.0,170.858,10
3067,LaMaS.P.Baa,track_1,40.0,240.22699998000002,4
3068,RoReb,track_1,68.0,147.963,6
3069,LAD,track_1,50.0,205.333,9
3070,MaKl,track_1,39.0,147.0,8
3071,SEB,track_1,70.0,132.0,10
3072,FuThEn,track_1,76.0,240.0,6
3073,JoGa,track_1,27.0,216.456,9
3074,ElGou,track_1,4.0,189.532,10
3075,Rus,track_3,65.0,171.0,6
3076,Wez,track_1,,200.187,10
3077,KeDr,track_1,32.0,280.51999998,8
3078,ThBu,track_1,71.0,252.773,10
3079,Zo,track_1,55.0,187.584,10
3080,RaSil,track_1,43.0,257.30899998,8
3081,Sle,track_1,53.0,343.16,9
3082,Jin,track_1,46.0,236.027,9
3083,AvMaxa,track_2,88.0,174.76,10
3084,Ato,track_1,,589.053,8
3085,QuXC,track_1,61.0,183.973,10
3086,Ped,track_7,32.0,225.267,6
3087,Fl&Jea,track_1,,273.747,9
3088,Afe,track_1,32.0,243.631,9
3089,Wr32,track_1,36.0,234.806,6
3090,LiAl,track_1,68.0,196.893,10
3091,Pag,track_1,74.0,252.867,10
3092,BrthBa,track_1,50.0,225.885,6
3093,AJTre,track_1,67.0,161.0,6
3094,Whe,track_1,53.0,108.0,9
3095,EdHar,track_1,53.0,256.71700002,8
3096,KIS,track_5,79.0,271.24,9
3097,InArm,track_1,26.0,400.717,9
3098,MiMeari,track_8,18.0,222.8,10
3099,Vot,track_3,49.0,290.547,9
3100,flca,track_1,59.0,237.781,10
3101,ACC,track_2,64.0,210.36,9
3102,ArEne,track_1,58.0,256.053,9
3103,ArMo,track_1,62.0,161.124,10
3104,ClBaToWeNe,track_1,66.0,179.37499979999998,10
3105,LaMaUsMaS.P.BaShSi,track_1,22.0,406.99999998,4
3106,Rav,track_1,33.0,307.893,8
3107,OcMo,track_1,44.0,255.4,9
3108,ThFiSt,track_1,65.0,197.16,6
3109,Ih,track_1,39.0,258.8,9
3110,Dev,track_1,43.0,246.48,9
3111,ChThRi,track_1,49.0,110.253,10
3112,IM,track_1,41.0,186.503,9
3113,ItLeiay,track_15,33.0,192.0,10
3114,42Dug,track_2,82.0,155.72,6
3115,BaCo,track_1,47.0,233.448,10
3116,YuKa,track_1,40.0,112.875,8
3117,JaArr,track_1,77.0,220.8910002,10
3118,BeAn,track_1,30.0,185.025,10
3119,BiCh,track_1,40.0,312.147,8
3120,MaManrina,track_1,21.0,209.4,10
3121,RiNiMu&HyDo,track_1,92.0,169.15300019999998,10
3122,WiCh,track_1,47.0,211.36,10
3123,JaHao,track_1,82.0,227.478,10
3124,LoHu,track_1,7.0,288.283,10
3125,NiInNal,track_1,46.0,178.493,9
3126,TuJe,track_1,32.0,175.533,8
3127,OmAdmer,track_26,30.0,201.467,10
3128,Soi,track_1,51.0,154.293,9
3129,Gom,track_1,56.0,172.826,9
3130,Kaz,track_1,48.0,128.0,10
3131,DPoDi,track_1,38.0,165.458,6
3132,MG,track_1,80.0,299.96,10
3133,JeThDa,track_1,53.0,226.8,6
3134,ThSwe,track_1,51.0,150.12300000000002,8
3135,PJHa,track_1,70.0,200.94,10
3136,EuLa,track_1,49.0,227.33299997999998,8
3137,MCKe,track_1,51.0,175.479,10
3138,EdBeZannen,track_5,27.0,225.773,10
3139,Ski,track_1,66.0,244.538,9
3140,Sa59,track_1,23.0,262.972,6
3141,UnIWa,track_1,55.0,189.103,9
3142,FaNoMor,track_1,41.0,208.707,9
3143,BeHiDaGu,track_1,83.0,160.7659998,10
3144,DuAhndu,track_16,30.0,170.133,10
3145,BaRayb,track_1,51.0,122.916,6
3146,Kon,track_1,65.0,258.267,9
3147,Ars,track_1,53.0,228.018,9
3148,AdMu,track_1,45.0,237.17800002,8
3149,LaMaUdNar,track_1,30.0,289.00000002,4
3150,Ol,track_1,34.0,174.884,10
3151,Mea,track_11,57.0,319.693,9
3152,ErBak,track_1,78.0,187.0,6
3153,ThJac,track_1,34.0,141.346,10
3154,RiRos,track_1,7.0,255.093,6
3155,HoHum,track_1,42.0,220.84,10
3156,Lad,track_1,70.0,277.867,10
3157,FeFao,track_1,50.0,225.133,9
3158,JaBun,track_1,23.0,118.8,8
3159,Eve,track_3,73.0,230.133,6
3160,ItLeiay,track_16,39.0,190.273,10
3161,ErBas,track_1,70.0,188.963,6
3162,Dh,track_1,71.0,279.5,10
3163,BrSpsitney,track_18,77.0,224.4,10
3164,Mas,track_2,39.0,174.268,10
3165,Caa,track_1,64.0,195.667,10
3166,Paa,track_2,54.0,316.493,9
3167,Moi,track_1,52.0,162.741,10
3168,Toq,track_1,22.0,177.547,9
3169,Sim,track_1,40.0,186.027,10
3170,ElBon,track_1,36.0,213.947,10
3171,InGr,track_1,45.0,256.293,9
3172,Enf,track_1,29.0,276.992,9
3173,TeWil,track_1,38.0,187.74700002,8
3174,Wee,track_18,2.0,228.64000002,10
3175,Eld,track_11,27.0,212.666,10
3176,As,track_1,36.0,241.063,10
3177,Thd,track_1,59.0,221.099,6
3178,KiCa,track_1,24.0,161.0,9
3179,JaMra,track_1,75.0,191.36,10
3180,MoPezshe,track_10,26.0,247.43,10
3181,H.E,track_1,33.0,257.114,9
3182,LoOfThUn,track_1,48.0,271.067,6
3183,AnAufoCrCh,track_1,28.0,247.62,9
3184,MiCr,track_1,40.0,144.0,6
3185,AnApa,track_1,37.0,251.573,9
3186,LiCo,track_1,53.0,220.597,10
3187,mor,track_1,50.0,205.049,10
3188,KiLo,track_1,34.0,265.213,9
3189,SZA,track_1,89.0,279.204,10
3190,SaMe,track_1,33.0,239.027,9
3191,DDoEub,track_1,48.0,198.042,6
3192,RuÄ,track_1,53.0,204.133,6
3193,Any,track_1,43.0,195.918,6
3194,BeThBuc,track_1,12.0,206.842,6
3195,Sln,track_1,66.0,340.132,9
3196,MaWal,track_1,5.0,172.093,6
3197,DJMes,track_1,28.0,174.034,6
3198,ZoGi,track_1,13.0,192.451,10
3199,Ped,track_8,22.0,186.025,6
3200,DiApRei,track_1,50.0,211.096,9
3201,PiSwa,track_1,76.0,170.34499979999998,10
3202,AnMi,track_1,71.0,200.168,10
3203,DeSa,track_1,41.0,271.53499998,8
3204,FiYoCa,track_1,72.0,215.773,10
3205,Ash,track_1,80.0,146.523,10
3206,Sia,track_2,63.0,232.919,10
3207,AvSen,track_1,56.0,313.919,9
3208,PoTrer,track_1,55.0,358.6,9
3209,CLO,track_1,36.0,201.839,10
3210,KiMi,track_1,54.0,272.587,6
3211,Crf,track_1,47.0,227.707,9
3212,DJCh,track_1,56.0,164.127,6
3213,RiOr,track_1,36.0,156.781,10
3214,Apc,track_1,52.0,224.165,9
3215,CaB,track_1,90.0,156.945,10
3216,MaMao,track_1,49.0,272.8,9
3217,SaSar,track_1,22.0,76.25299998,4
3218,Rai,track_2,26.0,148.00000002000002,8
3219,ReFagd,track_1,38.0,217.293,9
3220,jxn,track_3,68.0,119.371,6
3221,ThHea,track_1,34.0,231.0,6
3222,InMoe,track_1,71.0,181.496,6
3223,HiOnFi,track_1,46.0,503.76,9
3224,RoKea,track_1,39.0,299.15999999999997,10
3225,Ce√,track_1,20.0,173.007,10
3226,Khi,track_1,61.0,222.56,6
3227,LIL,track_1,71.0,204.825,10
3228,ST,track_1,65.0,250.509,10
3229,P-,track_1,38.0,123.81,6
3230,BeHi,track_1,52.0,178.285,10
3231,QuPe,track_1,49.0,250.2,6
3232,MiBry,track_1,52.0,216.83,10
3233,Mea,track_12,69.0,309.973,9
3234,MeMil,track_1,58.0,206.197,6
3235,Wee,track_19,37.0,175.26700002,10
3236,iadio,track_1,,188.584,10
3237,Vak,track_1,28.0,307.307,9
3238,D√©,track_1,21.0,362.653,9
3239,FoStBa,track_1,19.0,253.0,9
3240,KiKurshore,track_5,2.0,174.36799998,4
3241,DDG,track_1,70.0,245.621,6
3242,GoMo,track_1,59.0,277.133,6
3243,WhLi,track_1,42.0,371.853,9
3244,GuMaecci,track_1,41.0,170.733,6
3245,KiEna,track_1,65.0,250.253,9
3246,LoIsQu,track_1,48.0,183.96700002,8
3247,JuBie,track_1,79.0,174.406,10
3248,Lea,track_1,38.0,284.549,9
3249,SAM,track_1,27.0,196.253,10
3250,RaPlkvid,track_3,26.0,245.72,6
3251,ArSin,track_1,64.0,284.77999998,4
3252,Mua,track_1,81.0,180.435,6
3253,JeGl,track_1,60.0,227.344,10
3254,BoBu,track_1,84.0,58.149,10
3255,AlTiLow,track_1,62.0,256.733,10
3256,MoMorsh,track_1,44.0,192.5,10
3257,DJKhe,track_1,83.0,165.366,6
3258,JaJaJaTri,track_1,49.0,209.709,8
3259,CoM,track_1,15.0,153.093,6
3260,BlMyYo,track_1,35.0,197.165,10
3261,DeRa,track_1,28.0,246.587,9
3262,LaAlNu,track_1,44.0,155.92999998,8
3263,Let,track_1,36.0,340.467,9
3264,MeThSti,track_1,76.0,242.001,10
3265,PaTe,track_1,54.0,159.653,6
3266,LeBi,track_1,43.0,181.52,6
3267,KiCo,track_1,59.0,251.839,6
3268,PaLot,track_1,34.0,302.56,9
3269,CaMaQua,track_1,58.0,269.17600002,8
3270,BeA,track_1,44.0,187.04200002000002,8
3271,JoA,track_1,62.0,147.758,6
3272,Ght,track_1,51.0,139.355,6
3273,EyGonal,track_24,34.0,276.44,10
3274,HaBeArinnan,track_3,36.0,214.521,10
3275,MaGai,track_1,56.0,282.481,10
3276,Too,track_1,57.0,180.142,6
3277,LaMarta,track_5,4.0,391.90699998,4
3278,ElAl,track_1,80.0,219.0,10
3279,YFLu,track_1,59.0,221.994,6
3280,MiPov,track_1,40.0,332.467,10
3281,BaBosckstreet,track_19,31.0,254.82700002,10
3282,Abb,track_1,36.0,252.067,9
3283,Dei,track_1,35.0,254.691,9
3284,MiGa,track_1,,253.366,10
3285,Hav,track_1,34.0,179.796,9
3286,AnMiGr,track_1,50.0,196.64299997999998,8
3287,Lep,track_1,49.0,231.347,9
3288,HoFr,track_1,48.0,244.0,9
3289,PoBab,track_1,49.0,131.59,6
3290,ZoCl,track_1,49.0,137.12,10
3291,TaMal,track_1,35.0,204.444,10
3292,BiVe,track_1,31.0,159.15,10
3293,CeFro,track_1,46.0,339.187,9
3294,IsDu,track_1,51.0,210.507,10
3295,PaWav,track_1,50.0,167.893,10
3296,CLV,track_1,2.0,200.613,10
3297,JID,track_1,69.0,206.446,6
3298,DiHea,track_1,43.0,505.147,9
3299,MiMo,track_1,28.0,208.667,10
3300,BaBosckstreet,track_20,46.0,195.96,10
3301,LiTj,track_1,70.0,170.0,6
3302,ChJam,track_1,50.0,150.0,10
3303,MAI,track_1,79.0,154.66699998,10
3304,TaMan,track_1,54.0,193.78,10
3305,JePe,track_1,48.0,437.71999998,8
3306,MiJa,track_1,53.0,184.38,10
3307,Spu,track_1,33.0,328.613,9
3308,DiCh,track_1,13.0,249.88,9
3309,Set,track_1,24.0,352.16,9
3310,IsAl,track_1,74.0,144.0,10
3311,Wia,track_1,30.0,297.165,9
3312,DaJo,track_1,35.0,266.22700002,8
3313,YoStLieoneru,track_1,82.0,152.333,10
3314,LaRo,track_1,33.0,230.72,9
3315,Per,track_1,41.0,356.507,9
3316,Skn,track_1,44.0,201.267,9
3317,SmEz,track_1,48.0,264.873,10
3318,KaWak,track_1,26.0,192.81,6
3319,Anm,track_1,41.0,257.6,9
3320,BlTho,track_1,42.0,220.029,6
3321,KaKoy,track_1,24.0,233.78800002,8
3322,KaKri,track_1,31.0,407.493,4
3323,BaBosckstreet,track_21,41.0,186.49300002,10
3324,Tak,track_1,26.0,352.813,9
3325,ThLiTo,track_1,76.0,193.776,10
3326,iR,track_1,36.0,180.273,10
3327,AyKom,track_1,33.0,248.235,10
3328,Yi,track_1,19.0,166.833,6
3329,AU,track_1,77.0,248.82700001999999,10
3330,AnNiHo,track_1,84.0,163.7329998,10
3331,Wee,track_20,,268.99999998,10
3332,dahu,track_1,59.0,164.662,10
3333,OsCo,track_1,43.0,228.169,10
3334,NoFR,track_1,54.0,226.652,9
3335,StKi,track_1,72.0,215.28,10
3336,ClWaNiHePoinJa,track_1,19.0,230.29399998,8
3337,AlYam,track_1,39.0,106.667,9
3338,cli,track_1,46.0,201.227,6
3339,ZaAb,track_1,68.0,181.516,10
3340,BaRam,track_1,29.0,222.155,9
3341,ThBlDaMu,track_1,44.0,229.808,9
3342,ClVa,track_1,57.0,223.827,10
3343,LoLe,track_1,95.0,261.667,10
3344,IfIDiFi,track_1,42.0,194.151,9
3345,MaAn,track_1,12.0,304.108,6
3346,PoShi,track_1,82.0,184.49,6
3347,ThNeMa,track_1,36.0,202.123,10
3348,HaNahdag,track_11,41.0,228.133,6
3349,BuBab,track_1,48.0,246.45,9
3350,StLe,track_1,23.0,193.043,10
3351,BaBosckstreet,track_22,46.0,183.16000002,10
3352,Hed,track_1,14.0,240.352,9
3353,RaSia,track_1,40.0,177.84,8
3354,MoIn,track_1,44.0,266.762,9
3355,HU,track_1,52.0,176.708,10
3356,AmVa,track_1,50.0,117.366,6
3357,SaFe,track_1,73.0,161.944,10
3358,OzOsr,track_1,78.0,293.183,9
3359,Dou,track_1,41.0,143.0,6
3360,maso,track_1,39.0,283.253,10
3361,HaGr,track_1,41.0,136.24999998,8
3362,JoBat,track_1,53.0,178.29,10
3363,Ros,track_1,54.0,167.32,10
3364,MoPezshe,track_11,25.0,260.458,10
3365,RaSr,track_1,75.0,291.893,6
3366,DePur,track_1,67.0,366.136,9
3367,Zor,track_1,46.0,200.816,10
3368,FuFl,track_1,64.0,111.387,6
3369,TrSc,track_1,86.0,175.721,6
3370,CoCor,track_1,39.0,454.433,9
3371,Nat,track_1,36.0,240.044,9
3372,Bao,track_1,42.0,294.267,9
3373,Raj,track_1,,195.06700002,4
3374,MaManril,track_1,60.0,226.733,9
3375,AM,track_1,51.0,175.775,6
3376,Eme,track_1,76.0,322.227,6
3377,KaBrbl,track_1,79.0,153.3379998,10
3378,ToMo,track_1,34.0,186.132,9
3379,MaHa,track_1,23.0,170.296,10
3380,Avc,track_1,85.0,247.427,10
3381,Tos,track_1,65.0,189.919,6
3382,OmAdmer,track_27,46.0,240.453,10
3383,Meh,track_4,50.0,211.227,9
3384,5tDiStQu,track_1,41.0,167.74099998,8
3385,HaNahdag,track_12,21.0,258.733,6
3386,AJTry,track_1,62.0,200.0,6
3387,NeGr,track_1,25.0,203.5,9
3388,PaWal,track_1,60.0,228.933,6
3389,JuWRDic,track_1,74.0,183.783,10
3390,HaSty,track_1,82.0,340.707,10
3391,CaThEl,track_1,78.0,208.76,10
3392,OsCoh,track_1,47.0,240.585,10
3393,MiMeari,track_9,19.0,191.82,10
3394,Fas,track_1,64.0,257.093,10
3395,JoRu,track_1,32.0,320.416,9
3396,Bro,track_1,44.0,105.14599998,8
3397,Soy,track_2,48.0,261.96,9
3398,AnViAcIFiAlMa,track_1,23.0,133.75999998,8
3399,Mug,track_1,40.0,171.739,9
3400,Die,track_1,41.0,288.173,9
3401,IlNi,track_1,50.0,200.661,9
3402,MiWi,track_1,68.0,151.0,10
3403,MiSws,track_1,30.0,214.321,6
3404,BlThu,track_1,49.0,200.131,6
3405,Neo,track_1,20.0,222.933,9
3406,MoBeAr,track_1,41.0,186.974,10
3407,Vic,track_1,36.0,293.027,9
3408,Yv,track_1,65.0,122.568,6
3409,Qu√,track_1,56.0,321.573,9
3410,CoGr,track_1,88.0,198.04,10
3411,AlThWit,track_1,45.0,209.644,9
3412,Moj,track_1,35.0,247.747,9
3413,ALL,track_1,38.0,254.0,6
3414,Ulv,track_1,40.0,235.0,9
3415,FiGea,track_1,11.0,193.714,6
3416,IdAmian,track_2,27.0,183.347,10
3417,NeWe,track_1,10.0,231.867,6
3418,BrPo,track_1,34.0,266.2,9
3419,TaImp,track_1,54.0,266.627,9
3420,Sam,track_1,42.0,240.4,9
3421,ItLeiay,track_17,47.0,184.967,10
3422,Ave,track_1,51.0,133.08,6
3423,YuDanval,track_5,32.0,205.427,10
3424,LaGaa,track_1,82.0,182.2,10
3425,DaofJu,track_1,39.0,264.94,9
3426,InFls,track_1,63.0,294.867,9
3427,EdMe,track_1,49.0,192.008,10
3428,AuBuRedr,track_1,43.0,328.094,9
3429,WrbyWo,track_1,48.0,235.68,9
3430,L√,track_1,56.0,195.038,10
3431,FoGi,track_1,26.0,267.794,9
3432,BeWo,track_1,49.0,213.281,10
3433,KiKuR.D.BuSaChBhSi,track_1,32.0,270.34699998,4
3434,DrDre,track_1,76.0,238.467,6
3435,Stp,track_1,42.0,171.88,9
3436,ReMar,track_1,71.0,85.742,6
3437,HaBeArinnan,track_4,43.0,237.213,10
3438,NF,track_1,77.0,251.237,10
3439,MoYoney,track_1,77.0,136.9,6
3440,Loe,track_1,33.0,163.61,9
3441,JuGeost,track_1,10.0,227.079,6
3442,ArAd,track_1,57.0,181.786,6
3443,Ter,track_1,38.0,192.772,9
3444,VeSa,track_1,50.0,248.74999997999998,8
3445,KaUci,track_1,94.0,160.191,10
3446,Noc,track_1,21.0,350.501,9
3447,BoCon,track_1,43.0,268.24,9
3448,Skw,track_1,42.0,152.089,9
3449,SaHag,track_1,61.0,230.507,9
3450,ToBm,track_1,28.0,207.66,6
3451,SoClTr,track_1,42.0,393.53299998,8
3452,BiBa,track_1,50.0,141.912,6
3453,AlBrTr,track_1,44.0,358.40500002000005,8
3454,MiEll,track_1,71.0,263.227,6
3455,BlCo,track_1,49.0,210.716,10
3456,MaTza,track_1,22.0,214.518,10
3457,Qa,track_1,38.0,216.342,10
3458,ThLeRyTr,track_1,56.0,197.352,8
3459,GaBom,track_1,20.0,278.287,9
3460,CoOfCof,track_1,45.0,296.813,9
3461,SltoPr,track_1,,255.0,9
3462,BaFr,track_1,64.0,148.484,6
3463,PhCol,track_1,44.0,209.71999998,10
3464,Moi,track_2,60.0,221.054,6
3465,NaYo,track_1,43.0,148.24999997999998,8
3466,BeCo,track_1,43.0,188.8,10
3467,Dau,track_1,69.0,225.493,10
3468,AlYaUdNa,track_1,45.0,357.78700002000005,4
3469,ThNe,track_1,87.0,240.40000002000002,10
3470,JaBay,track_1,46.0,226.24,10
3471,LiDue,track_1,46.0,146.087,6
3472,Wee,track_21,,211.62700002,10
3473,AvGa,track_1,23.0,332.333,10
3474,MáSa,track_1,49.0,171.70600002,8
3475,Toh,track_1,20.0,175.956,6
3476,LuGr,track_1,80.0,237.3,10
3477,SlVi,track_1,60.0,225.4,6
3478,CaHasl,track_1,63.0,222.187,10
3479,Ban,track_1,39.0,90.492,9
3480,LaPeNe,track_1,39.0,164.30200002,8
3481,KiKuKa,track_1,32.0,309.213,4
3482,Jor,track_1,36.0,228.85,9
3483,Cao,track_1,37.0,253.413,10
3484,AsAl,track_1,59.0,281.333,9
3485,Vor,track_1,49.0,143.104,6
3486,VoOfVi,track_1,40.0,192.273,9
3487,Bul,track_1,34.0,163.8,9
3488,BeReab,track_1,43.0,207.09,6
3489,Stb,track_1,55.0,217.778,10
3490,JAZ,track_1,60.0,309.773,6
3491,ArPar,track_1,60.0,216.933,10
3492,Dro,track_1,40.0,216.16,9
3493,BeBos,track_1,55.0,198.253,6
3494,Cou,track_1,34.0,162.0,9
3495,ItLeiay,track_18,29.0,256.697,10
3496,MiPoe,track_1,45.0,256.573,10
3497,SuKaMoRa,track_1,16.0,309.49300001999995,4
3498,BaBosckstreet,track_23,46.0,218.82700002,10
3499,ZaKno,track_1,48.0,196.647,10
3500,LiGo,track_1,51.0,189.474,6
3501,AsEvUnf,track_1,54.0,191.338,9
3502,HaSk,track_1,44.0,181.56,10
3503,Eve,track_4,31.0,237.627,9
3504,LAPITHHU,track_1,36.0,300.483,10
3505,P..,track_1,67.0,190.76,9
3506,LaHaJr.,track_1,42.0,315.58699998,8
3507,YSTr,track_1,64.0,141.581,6
3508,BrSpsitney,track_19,37.0,220.12000002000002,10
3509,PJHar,track_1,63.0,199.145,10
3510,MaSaHil,track_1,33.0,192.857,6
3511,MiBub,track_1,37.0,217.173,10
3512,BaBosckstreet,track_24,39.0,195.40000002000002,10
3513,GuMaecci,track_2,48.0,246.013,6
3514,BlGu,track_1,58.0,189.893,9
3515,KaOv,track_1,43.0,230.404,6
3516,Dog,track_1,37.0,166.0,6
3517,LoTrMa,track_1,49.0,193.99999998,8
3518,MoBu,track_1,52.0,245.58,10
3519,LiKi,track_1,47.0,279.373,9
3520,Wie,track_1,42.0,199.56,6
3521,Tek,track_1,,198.976,10
3522,MaCo,track_1,40.0,450.47200002,8
3523,Mor,track_3,36.0,197.543,10
3524,YiYaTwi,track_1,71.0,334.067,6
3525,AnLe,track_1,69.0,253.296,10
3526,ThDa,track_1,69.0,217.653,10
3527,RoKoAtAs,track_1,57.0,256.27099998,4
3528,24JuBiJBaiadi,track_1,77.0,192.7450002,10
3529,AxRuPe,track_1,37.0,320.787,9
3530,BuTom,track_1,44.0,218.907,9
3531,Ran,track_1,58.0,201.533,9
3532,FiMol,track_1,48.0,275.38399998,8
3533,CX,track_1,51.0,208.599,10
3534,Dag,track_2,55.0,297.293,9
3535,Whl,track_1,38.0,239.314,9
3536,Say,track_2,45.0,163.013,10
3537,Moy,track_1,51.0,143.107,6
3538,RaAld,track_1,42.0,177.53599998,8
3539,◊ê,track_1,13.0,190.241,6
3540,SaBa,track_1,47.0,219.192,10
3541,MiMis,track_1,38.0,341.464,9
3542,AaFr,track_1,48.0,159.105,10
3543,Od,track_1,38.0,206.347,9
3544,Drc,track_1,35.0,450.733,9
